loc1,loc2,para1,dow,para2,para3,para4,price
2,27,1,Mon,353,11250.0,6.8,225.0
3,39,1,Mon,159,12000.0,6.6,175.0
2,22,1,Thu,284,5483.0,3.6,83.33
3,39,1,Wed,416,7135.0,12.0,550.0
9,92,1,Wed,400,16580.0,6.8,325.0
4,48,1,Tue,677,6716.0,3.0,550.0
0,06,1,Mon,392,24000.0,13.6,300.0
2,22,1,Thu,809,24288.0,13.6,900.0
0,02,1,Thu,751,1500.0,3.3,340.0
9,90,1,Wed,450,4520.0,3.2,180.0
8,85,1,Mon,437,3492.0,13.6,500.0
1,12,1,Thu,595,18278.0,13.6,720.0
2,22,4,Thu,525,1480.0,3.2,190.0
4,41,1,Mon,436,3595.0,5.2,250.0
1,14,0,Fri,349,210.0,3.3,200.0
9,99,1,Tue,510,737.0,6.0,580.0
5,52,1,Thu,351,8407.0,2.4,400.0
2,21,1,Tue,501,2368.8,13.6,600.0
7,73,0,Fri,391,3000.0,1.0,430.0
3,31,1,Tue,237,22000.0,13.6,360.0
0,08,1,Thu,428,3476.0,4.4,480.0
9,96,1,Tue,346,8500.0,9.0,250.0
2,21,1,Tue,518,2839.0,7.0,360.0
9,97,1,Wed,330,1377.0,1.2,125.0
7,75,1,Thu,727,15400.0,13.6,700.0
9,95,3,Fri,341,500.0,3.5,99.68
9,90,1,Thu,510,3500.0,5.0,400.0
9,99,5,Wed,363,9000.0,3.6,360.0
7,71,3,Fri,533,24000.0,13.6,620.0
5,55,0,Thu,248,2768.0,1.5,125.0
4,49,1,Thu,460,2820.0,2.8,240.0
7,74,1,Mon,890,23522.0,13.6,700.0
8,86,1,Tue,466,8000.0,3.2,250.0
1,12,2,Wed,902,5120.9,6.0,525.0
3,35,1,Fri,509,8000.0,4.5,700.0
2,27,1,Thu,353,11000.0,11.2,225.0
2,23,1,Thu,273,24500.0,13.6,370.0
0,04,1,Tue,414,10277.0,6.8,375.0
1,16,1,Wed,288,7350.0,9.8,392.0
7,79,3,Fri,738,10300.0,13.6,900.0
0,04,3,Fri,538,23880.0,13.6,660.0
5,50,1,Thu,565,11746.0,6.8,400.0
2,22,1,Mon,116,15816.0,13.6,450.0
4,44,3,Fri,737,23580.0,13.6,885.0
0,08,0,Thu,152,11000.0,13.6,250.0
2,21,1,Thu,332,901.0,2.4,170.0
7,78,1,Wed,297,5000.0,7.6,205.0
4,44,1,Tue,342,977.0,2.4,170.0
0,09,3,Fri,217,6088.0,3.6,216.67
7,74,1,Thu,753,16000.0,13.6,865.0
3,37,1,Thu,352,750.0,2.8,68.18
3,32,3,Fri,326,20000.0,8.8,400.0
3,32,1,Thu,361,700.0,2.0,167.5
7,78,1,Thu,732,2362.0,6.8,450.0
8,83,1,Wed,625,10000.0,10.0,450.0
0,06,0,Tue,392,20000.0,13.6,330.0
8,88,1,Thu,796,19722.0,13.6,910.0
1,19,3,Fri,191,25000.0,13.6,275.0
0,09,1,Mon,462,6660.0,4.0,266.45
4,45,1,Tue,493,4500.0,8.0,400.0
6,67,1,Thu,518,6320.0,13.6,600.0
1,16,1,Tue,237,24000.0,13.6,300.0
6,67,3,Fri,741,361.0,7.0,300.0
4,41,1,Mon,571,5000.0,13.6,750.0
6,68,3,Fri,467,6900.0,10.2,305.0
0,01,1,Wed,557,900.0,2.5,380.0
0,06,1,Wed,716,23510.0,13.6,720.0
2,26,3,Fri,478,2912.1,2.8,179.43
6,63,1,Thu,576,1500.0,3.0,300.0
0,06,1,Tue,611,12000.0,6.4,440.0
7,73,1,Tue,677,5511.0,9.2,570.0
6,66,1,Tue,458,23150.0,13.6,580.0
1,16,1,Tue,62,20000.0,13.6,550.0
7,73,1,Tue,378,2000.0,1.0,290.0
1,15,3,Fri,691,22810.0,13.6,750.0
1,13,3,Fri,341,540.0,10.8,170.87
5,59,1,Mon,609,4720.0,13.6,1100.0
8,88,3,Fri,1011,24810.0,13.6,980.0
2,21,1,Wed,447,2392.0,4.8,233.33
3,33,1,Wed,451,7963.0,10.0,550.0
2,21,1,Tue,341,23760.0,13.6,430.0
6,67,1,Mon,679,3867.0,12.4,750.0
2,21,1,Thu,345,9114.0,6.0,280.0
2,21,1,Wed,322,6003.0,13.6,430.0
4,42,1,Thu,517,2000.0,4.4,280.0
3,32,1,Wed,400,24186.0,13.6,540.0
9,91,1,Wed,130,15000.0,13.6,390.0
8,88,0,Wed,197,7831.0,13.6,280.0
1,12,1,Wed,343,12000.0,5.6,265.0
2,20,1,Thu,512,8100.0,4.0,330.0
1,18,0,Mon,217,8000.0,13.6,280.0
1,18,3,Fri,891,23559.0,13.6,1200.0
0,03,5,Thu,695,24000.0,13.6,1100.0
8,88,2,Wed,752,10000.0,13.6,800.0
5,55,1,Mon,276,7202.0,7.2,195.0
6,66,1,Thu,227,2750.0,3.0,175.0
1,12,1,Mon,712,700.0,3.5,380.0
7,73,4,Fri,341,2240.0,4.0,290.0
2,22,3,Fri,567,15000.0,8.0,395.0
7,79,1,Thu,447,8604.0,6.8,216.67
7,74,3,Fri,444,24600.0,13.6,600.0
2,21,1,Wed,276,5600.0,3.2,160.0
1,16,1,Thu,638,10000.0,13.6,750.0
2,22,1,Thu,149,4820.0,4.4,180.0
2,21,0,Mon,306,1550.0,8.6,420.0
8,88,1,Thu,674,12951.0,6.8,475.0
0,01,1,Mon,471,19488.0,13.6,600.0
7,71,0,Wed,220,2470.0,6.5,250.0
1,14,1,Mon,349,5000.0,7.0,330.0
2,22,1,Mon,701,1308.0,3.6,310.0
4,46,1,Thu,571,6315.0,13.2,700.0
0,06,1,Thu,504,24540.0,9.2,690.0
3,35,1,Tue,509,10800.0,5.2,430.0
6,69,1,Wed,554,12000.0,10.0,360.0
0,06,1,Mon,393,12250.0,6.8,310.0
7,71,1,Thu,631,13772.0,8.0,400.0
1,15,1,Mon,833,23800.0,13.6,910.0
7,71,1,Mon,457,455.0,3.0,260.0
6,68,0,Tue,31,24000.0,13.6,1000.0
0,03,1,Mon,175,24032.0,13.6,300.0
4,49,3,Fri,825,320.0,4.1,400.0
8,89,1,Wed,438,5000.0,4.6,234.81
0,08,3,Fri,452,10000.0,13.6,560.0
7,71,1,Mon,658,7500.0,6.0,445.0
3,35,1,Wed,322,2000.0,2.8,220.0
0,09,3,Fri,436,3000.0,5.28,380.0
6,60,1,Tue,554,12000.0,13.6,650.0
0,04,1,Wed,630,2010.0,6.0,600.0
5,50,0,Fri,337,3432.0,9.6,680.0
7,73,1,Tue,371,1000.0,4.0,270.0
1,12,0,Tue,115,25000.0,13.6,280.0
5,51,0,Mon,165,8000.0,13.6,400.0
3,35,3,Fri,539,24000.0,13.6,640.0
0,03,1,Wed,722,15000.0,12.0,700.0
0,06,3,Fri,421,23330.0,13.6,595.0
0,01,1,Wed,475,600.0,3.0,385.0
1,15,0,Thu,118,1500.0,5.05,240.57
4,42,1,Thu,517,652.0,2.0,200.0
2,20,1,Mon,16,1910.0,2.4,60.0
2,20,3,Fri,630,5863.0,2.8,360.0
4,47,1,Tue,547,11800.0,9.2,500.0
3,31,1,Tue,270,7600.0,13.6,410.0
1,19,0,Mon,172,24000.0,13.6,269.77
8,89,1,Wed,714,5000.0,2.0,250.0
8,89,1,Tue,210,12000.0,6.8,183.33
2,22,1,Tue,230,1180.0,4.0,220.0
4,47,1,Mon,536,1677.4,4.0,280.0
5,53,1,Wed,276,500.0,3.0,125.0
6,67,1,Thu,593,1530.0,5.6,360.0
3,39,1,Wed,532,5340.0,5.2,750.0
1,15,3,Fri,940,2832.0,1.6,750.0
8,89,1,Tue,295,12000.0,6.8,200.0
7,74,1,Tue,263,2518.0,2.5,193.33
2,21,3,Fri,311,6905.0,11.2,215.0
0,06,1,Mon,247,6000.0,13.6,520.0
7,76,1,Thu,231,3850.0,3.4,250.0
2,21,1,Tue,314,10000.0,6.8,250.0
1,16,1,Mon,687,20000.0,13.6,820.0
7,74,1,Mon,173,2000.0,3.0,170.0
9,99,1,Mon,423,8000.0,8.0,450.0
8,83,1,Thu,682,5807.0,6.4,283.33
8,83,2,Mon,895,6000.0,2.4,590.0
4,47,5,Thu,1518,8400.0,5.6,1450.0
4,45,1,Tue,646,3245.0,2.4,237.47
4,47,3,Fri,574,3231.0,1.6,283.33
6,68,1,Tue,491,1800.0,4.2,350.0
2,21,1,Mon,322,12044.0,13.6,430.0
9,92,1,Tue,482,1000.0,3.0,320.0
9,95,0,Wed,250,4853.0,3.2,165.0
7,76,1,Wed,613,18000.0,13.6,700.0
0,01,1,Thu,110,1248.0,3.2,200.0
3,38,1,Wed,406,22427.0,13.6,600.0
9,90,1,Wed,269,5871.0,4.8,277.98
2,22,3,Fri,495,14520.0,8.8,375.0
4,41,1,Wed,569,7305.0,5.0,250.0
8,81,1,Thu,610,2900.0,2.0,398.43
7,74,1,Mon,340,22000.0,8.8,460.0
5,54,1,Thu,769,2650.0,5.4,360.0
0,06,1,Wed,588,5000.0,4.53,150.0
0,09,1,Thu,501,13759.0,10.0,500.0
1,15,0,Fri,144,250.0,6.9,232.66
9,90,1,Tue,312,3480.0,2.0,150.0
4,40,3,Fri,535,4862.0,4.4,350.0
2,23,1,Wed,198,4990.0,2.92,133.33
2,21,1,Tue,301,3000.0,4.5,330.0
1,13,1,Tue,373,948.0,2.0,260.0
1,13,1,Thu,424,12000.0,13.6,600.0
0,03,3,Fri,528,6284.0,2.4,290.28
9,99,1,Thu,418,4540.0,7.2,193.33
3,31,1,Wed,484,12240.0,6.0,330.0
2,27,1,Mon,528,5900.0,6.0,350.0
9,99,0,Wed,157,2820.0,2.0,260.0
3,37,1,Wed,380,12000.0,6.8,210.0
5,55,1,Tue,451,22000.0,13.6,610.0
9,99,1,Tue,417,25000.0,13.6,590.0
7,75,1,Thu,493,18757.0,13.6,630.0
2,20,1,Thu,302,4650.0,2.4,160.0
5,56,1,Wed,594,24000.0,13.6,650.0
5,56,1,Wed,337,8012.0,9.6,350.0
4,44,3,Fri,491,6000.0,5.2,300.0
5,50,3,Fri,583,5040.0,2.8,303.33
6,66,1,Wed,26,15000.0,13.6,800.0
0,01,1,Wed,643,1278.0,3.0,185.0
6,67,1,Thu,606,7429.0,5.2,350.0
2,24,1,Mon,27,24306.0,13.6,670.0
7,74,1,Tue,636,5820.0,7.2,290.0
1,13,0,Mon,57,10500.0,13.6,170.0
3,35,1,Tue,522,2500.0,6.6,300.0
7,75,1,Tue,630,3707.0,6.4,385.0
0,06,1,Mon,421,23510.0,13.6,595.0
1,12,1,Mon,434,4000.0,7.0,270.0
9,96,0,Thu,246,10000.0,4.3,390.0
2,21,1,Tue,695,5254.0,2.4,345.0
9,90,3,Fri,745,5804.0,5.2,299.22
9,98,1,Tue,610,19100.0,13.6,1100.0
5,51,1,Thu,250,2554.0,4.5,330.0
8,88,3,Fri,743,1856.0,9.2,425.0
9,95,1,Thu,328,20000.0,9.0,272.5
2,21,1,Mon,429,5000.0,10.0,335.0
9,90,1,Tue,172,4300.0,4.0,140.0
8,88,1,Mon,714,8317.0,5.6,283.33
1,12,1,Mon,419,18828.0,13.6,500.0
1,15,0,Tue,144,7500.0,8.5,253.01
8,89,1,Wed,514,8640.0,19.2,170.0
6,67,1,Thu,620,788.0,6.0,375.0
7,78,1,Tue,940,24500.0,2.0,950.0
7,74,1,Tue,576,1150.0,1.6,280.0
3,35,1,Mon,388,699.0,3.0,300.0
5,57,5,Thu,499,18500.0,13.6,580.0
5,55,1,Tue,613,23592.0,13.6,780.0
7,71,1,Mon,302,3546.0,4.0,340.0
7,74,3,Fri,386,4150.0,10.0,275.0
0,05,3,Fri,753,2965.0,4.0,500.0
9,91,1,Wed,327,200.0,2.5,120.0
2,27,1,Mon,463,10000.0,6.0,350.0
6,67,5,Wed,651,3000.0,7.2,405.0
1,14,1,Mon,538,18000.0,13.6,745.0
0,08,1,Mon,617,24500.0,13.4,900.0
3,37,1,Tue,377,24000.0,13.6,427.5
1,16,1,Mon,217,1378.0,3.0,150.0
0,06,1,Tue,554,13176.0,13.6,720.0
1,19,1,Wed,195,6000.0,4.0,153.33
7,77,1,Wed,442,24000.0,9.2,480.0
3,32,3,Fri,312,6345.9,6.8,255.0
1,19,2,Mon,1299,1200.0,4.8,1600.0
0,09,1,Wed,192,9040.0,13.6,560.0
2,22,1,Thu,403,4120.0,4.4,250.0
2,28,3,Fri,86,1717.0,7.2,210.0
7,74,1,Mon,328,3200.0,2.0,270.0
6,63,1,Mon,550,4100.0,4.8,300.0
6,66,1,Mon,352,24000.0,13.6,600.0
8,88,3,Fri,688,1054.0,2.0,430.0
9,90,1,Mon,440,24080.0,13.6,500.0
0,06,3,Fri,324,3594.0,4.0,200.0
8,89,1,Mon,613,9040.0,3.4,220.0
3,32,3,Fri,248,7000.0,4.0,250.0
4,40,3,Fri,522,1892.0,4.0,300.0
7,76,1,Wed,262,3782.8,3.4,270.0
1,13,1,Tue,836,2638.0,7.2,483.33
9,99,1,Wed,418,4870.0,8.0,280.0
0,09,1,Thu,487,7000.0,7.0,370.0
8,83,1,Wed,251,4271.0,2.0,220.0
8,89,1,Tue,622,3332.0,4.5,293.33
1,12,0,Mon,635,15543.0,13.2,330.0
7,76,1,Thu,698,18000.0,13.6,845.0
0,01,5,Wed,518,2000.0,5.25,380.0
3,38,3,Fri,299,11000.0,13.6,400.0
5,59,1,Thu,414,6100.0,6.0,362.65
1,16,0,Tue,85,10000.0,10.09,294.6
2,21,1,Mon,316,2144.0,9.2,250.0
1,16,0,Mon,51,3212.0,3.0,180.0
9,97,1,Thu,537,18000.0,13.2,580.0
3,37,3,Fri,234,24000.0,13.6,350.0
1,14,3,Fri,607,15000.0,13.6,1100.0
2,21,1,Wed,475,3448.0,4.5,216.67
7,76,1,Thu,235,2500.0,7.2,380.0
2,23,1,Tue,660,25000.0,13.6,420.0
0,04,3,Fri,258,5000.0,13.6,350.0
6,67,1,Mon,440,3102.0,10.8,484.0
3,31,1,Tue,637,16640.0,13.6,1270.0
3,35,1,Tue,509,19910.0,10.0,700.0
4,47,1,Thu,560,1400.0,2.8,190.0
1,19,1,Wed,575,6000.0,3.4,177.5
3,33,1,Wed,494,23060.0,6.24,570.0
1,15,3,Fri,348,4000.0,6.5,340.0
0,08,1,Thu,549,13994.9,13.2,580.0
9,95,1,Tue,433,23900.0,13.6,600.0
0,04,1,Tue,465,2903.0,6.0,350.0
3,31,1,Tue,261,24644.0,13.6,430.0
0,07,1,Wed,369,2400.0,15.1,600.0
2,27,3,Fri,420,22000.0,13.6,500.0
5,52,1,Mon,503,6363.0,13.6,900.0
3,39,1,Mon,150,12000.0,6.8,150.0
2,24,1,Wed,702,7412.0,4.0,380.0
7,76,1,Wed,670,5000.0,3.0,290.0
5,50,1,Wed,229,17385.0,10.0,520.0
5,59,1,Thu,124,6731.0,4.8,370.0
1,16,0,Thu,141,20240.0,13.6,260.0
0,04,1,Wed,166,7000.0,13.6,360.0
3,32,1,Mon,404,23520.0,13.6,490.0
0,01,0,Tue,211,24000.0,13.6,350.0
5,51,1,Wed,546,1330.0,5.6,380.0
8,86,1,Wed,71,2924.0,2.4,150.0
7,77,1,Wed,215,6448.0,13.6,200.0
6,60,1,Mon,968,24129.0,13.6,950.0
9,92,5,Thu,547,12000.0,13.6,580.0
4,45,1,Tue,545,3090.0,1.2,270.0
1,12,1,Wed,608,8000.0,7.0,330.0
3,38,1,Mon,269,24435.0,13.6,380.0
9,95,1,Tue,131,1023.0,1.7,86.67
2,23,1,Mon,16,10700.0,13.6,200.0
4,45,1,Thu,532,6000.0,6.0,380.0
4,40,3,Fri,552,6000.0,13.6,750.0
9,95,1,Wed,321,1110.0,4.7,300.0
5,50,1,Wed,554,20000.0,13.6,680.0
2,23,2,Wed,265,25000.0,13.6,440.0
1,14,3,Fri,614,24000.0,13.6,1100.0
7,78,1,Mon,526,3000.0,13.6,530.0
5,56,1,Wed,599,19800.0,13.6,800.0
0,09,1,Tue,457,600.0,2.0,450.0
3,39,1,Mon,103,24000.0,13.6,475.0
5,59,3,Fri,418,22860.0,13.6,360.0
6,63,1,Wed,350,23102.0,13.6,480.0
2,28,3,Fri,364,5680.0,11.2,500.0
8,89,1,Tue,590,3640.0,5.0,390.0
2,21,1,Wed,589,24000.0,13.6,640.0
4,41,3,Fri,577,2206.0,6.8,380.0
2,20,1,Thu,617,24800.0,13.2,660.0
3,31,1,Tue,326,12559.0,13.6,450.0
6,67,1,Tue,434,4576.0,16.4,484.0
7,73,1,Mon,620,10215.0,13.6,1288.84
7,74,1,Mon,600,1852.0,2.6,220.0
2,29,1,Wed,301,2000.0,8.0,210.0
7,74,1,Thu,292,25000.0,13.6,320.0
3,30,1,Thu,281,18000.0,13.6,450.0
4,47,1,Tue,392,874.0,2.4,280.0
6,65,1,Tue,571,3040.0,3.2,350.0
2,25,1,Wed,325,5000.0,7.0,320.0
5,58,1,Tue,507,2500.0,2.0,320.0
1,12,2,Sat,543,20000.0,13.6,950.0
1,14,1,Wed,539,500.0,2.0,210.0
6,67,1,Thu,615,2960.0,7.2,250.0
5,56,1,Tue,87,24480.0,13.6,240.0
9,91,1,Wed,204,3800.0,4.0,175.0
4,40,3,Fri,599,15226.0,12.4,680.0
5,56,1,Tue,421,24000.0,13.6,550.0
8,86,3,Fri,319,765.1,3.6,226.67
3,30,1,Tue,258,9000.0,9.0,250.0
5,56,1,Thu,606,4700.0,12.0,730.0
8,88,1,Wed,196,4340.0,4.0,125.0
7,79,1,Tue,297,2644.0,2.8,250.0
0,02,3,Fri,670,22926.0,13.4,1100.0
4,40,1,Tue,552,8104.0,6.8,400.0
0,06,1,Thu,657,6100.0,4.53,160.0
5,56,1,Mon,333,25200.0,13.6,550.0
0,09,1,Mon,370,1000.0,4.0,295.0
2,22,1,Wed,349,2760.0,13.0,450.0
4,42,1,Wed,547,2880.0,1.6,115.0
9,95,1,Wed,310,3750.0,3.0,137.5
4,47,1,Tue,522,10000.0,6.8,350.0
0,01,1,Thu,253,1500.0,5.5,230.0
0,06,1,Mon,750,24000.0,13.6,700.0
2,23,1,Mon,396,1500.0,4.8,235.0
3,32,1,Mon,423,22820.0,14.0,520.0
7,74,1,Wed,288,6000.0,4.8,290.0
7,77,1,Thu,333,6000.0,5.0,350.0
1,16,0,Mon,16,2500.0,2.0,223.3
1,12,1,Tue,595,24000.0,13.6,700.0
0,04,3,Fri,652,5663.0,8.0,820.0
1,14,1,Mon,507,20000.0,13.6,600.0
9,98,1,Mon,401,4800.0,13.6,525.0
4,49,1,Thu,420,5000.0,6.6,300.0
1,12,1,Tue,450,20520.0,13.6,540.0
0,06,0,Wed,196,1500.0,4.0,350.0
6,67,1,Tue,670,6060.0,21.2,720.0
1,16,0,Wed,62,5000.0,5.9,214.04
0,08,1,Wed,356,1770.0,2.5,250.0
1,16,1,Wed,388,24690.0,14.0,550.0
1,12,1,Mon,595,8570.9,13.6,720.0
2,21,3,Fri,255,1601.0,2.4,63.62
9,92,1,Mon,355,4100.0,13.6,500.0
7,76,2,Tue,702,2150.0,4.5,400.0
3,30,1,Wed,535,2827.0,3.0,425.0
5,51,1,Wed,268,2171.0,3.9,300.0
2,22,1,Thu,304,23430.0,13.6,390.0
1,12,3,Fri,359,24000.0,13.6,430.0
1,19,0,Wed,236,12000.0,7.0,150.0
8,89,1,Tue,554,24000.0,13.6,400.0
7,76,3,Fri,573,4370.0,4.0,435.0
0,08,1,Tue,249,950.0,4.0,250.0
1,19,1,Wed,184,12500.0,6.8,150.0
1,15,1,Tue,839,23300.0,13.6,350.0
2,25,1,Mon,356,7540.0,9.5,474.25
1,10,1,Tue,643,10000.0,9.0,500.0
6,68,1,Wed,329,11836.0,18.0,394.0
7,79,2,Wed,522,650.0,1.0,216.67
9,90,1,Tue,438,5346.0,5.6,200.0
2,20,1,Fri,235,24480.0,13.6,300.0
9,93,3,Fri,714,2000.0,4.0,325.0
7,74,3,Fri,342,4500.0,7.0,521.29
4,47,1,Wed,579,19000.0,13.6,700.0
7,74,1,Mon,367,600.0,3.4,260.0
5,51,1,Thu,460,3187.0,4.5,400.0
8,86,1,Wed,240,5733.0,3.2,127.5
1,12,1,Wed,393,20168.0,13.6,550.0
0,09,1,Mon,378,2876.0,13.6,900.0
2,29,1,Wed,267,13085.0,14.0,450.0
4,42,2,Wed,499,3006.0,7.2,430.0
7,78,1,Wed,254,10000.0,4.0,183.33
3,37,1,Mon,367,24000.0,13.6,427.5
4,47,3,Fri,530,4000.0,2.4,375.0
1,15,1,Tue,727,10000.0,13.6,950.0
7,74,1,Thu,563,2550.0,3.6,290.0
8,89,1,Tue,513,12000.0,6.8,310.0
9,91,1,Tue,183,24000.0,13.6,350.0
6,63,1,Wed,363,23939.4,12.8,430.0
9,93,1,Mon,413,8000.0,13.6,570.0
1,12,1,Thu,565,22556.0,15.0,650.0
5,57,1,Mon,542,20417.0,13.6,610.0
7,71,1,Thu,624,12000.0,13.6,740.0
4,45,1,Thu,510,24190.0,13.6,650.0
2,21,1,Mon,591,12000.0,13.6,550.0
0,08,1,Tue,540,15000.0,12.0,360.0
3,39,1,Thu,215,8000.0,8.0,130.0
7,79,1,Tue,243,3511.0,6.4,150.0
1,18,0,Wed,222,5500.0,4.0,210.0
5,59,1,Thu,124,5387.0,3.6,330.0
8,85,1,Tue,573,7900.0,12.0,720.0
0,08,0,Thu,61,1650.0,4.8,150.0
2,21,3,Fri,364,793.0,3.84,220.0
0,06,1,Mon,585,4000.0,4.4,133.33
0,04,1,Mon,461,220.0,3.0,225.0
9,90,1,Tue,231,5830.0,6.4,330.0
0,04,2,Wed,1144,2520.0,2.4,693.33
5,55,1,Tue,660,3200.0,1.6,650.0
1,12,1,Mon,635,15000.0,13.6,750.0
7,70,3,Fri,367,16546.0,13.6,420.0
3,39,0,Thu,122,320.0,6.4,170.0
8,85,1,Wed,381,1000.0,2.5,370.0
1,12,1,Mon,221,2470.0,5.1,350.0
3,31,1,Mon,484,23400.0,13.6,620.0
3,39,1,Thu,143,24000.0,13.6,190.0
1,12,1,Wed,581,8000.0,13.6,660.0
4,41,1,Thu,377,13700.0,10.4,340.0
0,03,1,Thu,546,18380.0,13.6,820.0
1,12,1,Wed,393,20168.0,14.0,550.0
2,21,1,Wed,311,3016.0,4.4,146.67
0,06,1,Thu,401,1229.0,2.8,162.5
0,01,1,Wed,750,1000.0,13.6,1050.0
0,06,3,Fri,351,24000.0,13.6,540.0
4,49,1,Wed,509,2258.0,8.8,410.0
1,16,1,Tue,718,24950.0,13.6,900.0
8,86,1,Wed,736,6740.0,3.6,366.67
2,21,1,Thu,571,9027.0,13.6,590.0
1,13,1,Mon,738,24696.0,13.6,900.0
1,14,1,Wed,612,18512.0,13.6,680.0
2,21,1,Fri,279,24025.0,12.4,390.0
0,06,3,Fri,175,8000.0,4.5,142.5
9,92,0,Fri,348,8000.0,3.6,283.33
8,87,3,Fri,782,1000.0,3.0,220.0
2,28,1,Thu,395,1000.0,1.5,113.12
9,99,1,Mon,250,25000.0,25.6,380.0
2,22,1,Tue,579,2200.0,13.6,660.0
0,06,1,Wed,584,5000.0,4.53,133.33
2,21,1,Wed,329,12621.0,13.6,400.0
5,59,1,Thu,224,8400.0,4.2,300.0
9,97,1,Mon,345,6250.0,7.5,255.0
2,29,0,Fri,334,8000.0,13.6,500.0
2,22,1,Tue,16,5072.6,4.6,266.67
3,35,3,Fri,240,2000.0,6.4,300.0
7,74,1,Tue,367,600.0,11.2,420.0
2,21,1,Wed,612,20070.0,10.0,370.0
5,51,1,Mon,249,3966.0,8.9,375.0
2,27,1,Wed,610,4472.0,4.8,280.0
1,16,0,Fri,62,10000.0,13.6,192.92
9,90,1,Thu,547,780.0,4.8,435.0
0,06,0,Tue,194,15551.0,9.2,250.0
5,59,1,Tue,309,24000.0,13.6,435.0
7,77,1,Tue,682,22620.0,13.6,610.0
1,13,1,Thu,270,7200.0,4.0,270.0
3,34,1,Thu,399,340.0,5.0,350.0
1,13,3,Fri,402,6087.0,2.5,270.0
3,39,3,Fri,152,23760.0,13.6,220.0
7,74,1,Wed,90,1639.0,4.0,350.0
1,16,1,Wed,718,25070.0,14.0,875.0
6,65,1,Thu,513,7920.0,13.2,620.0
8,85,3,Fri,103,11640.0,12.8,350.0
7,76,1,Tue,318,2000.0,2.0,185.0
8,85,1,Wed,749,10000.0,13.6,900.0
1,15,1,Thu,564,24000.0,13.6,620.0
7,78,1,Thu,289,4000.0,8.0,200.0
0,06,1,Thu,820,1680.0,4.0,320.0
2,23,1,Tue,265,24000.0,13.6,350.0
0,04,1,Wed,151,15000.0,13.6,560.0
3,33,0,Wed,191,2130.0,5.6,290.0
8,86,3,Fri,423,7632.0,4.0,273.33
2,28,1,Wed,623,6205.0,13.6,750.0
8,87,1,Thu,706,7404.0,6.0,420.0
8,85,3,Fri,859,3718.2,13.6,1000.0
1,14,1,Thu,576,2000.0,6.0,800.0
6,67,3,Fri,333,800.0,3.0,280.0
9,95,1,Tue,369,7765.0,5.2,167.5
3,36,1,Mon,376,2000.0,3.2,150.0
5,50,1,Thu,292,1822.0,5.8,320.0
2,21,1,Wed,276,1800.0,4.8,153.33
6,68,1,Wed,244,2500.0,4.0,280.0
4,47,1,Thu,557,4224.0,4.0,250.0
2,28,1,Wed,361,10500.0,11.2,250.0
7,79,1,Mon,58,4000.0,13.6,675.0
5,58,1,Tue,511,4000.0,4.0,345.0
1,16,1,Wed,685,24000.0,13.6,795.0
3,32,1,Thu,350,3000.0,4.8,330.0
3,31,3,Fri,304,10540.0,13.6,400.0
3,31,1,Wed,316,24040.0,10.4,460.0
5,55,1,Mon,452,4800.0,13.6,640.0
9,97,1,Wed,567,8000.0,4.0,240.0
1,15,0,Tue,144,5000.0,6.8,215.75
0,02,3,Fri,449,3206.0,7.5,450.0
9,95,3,Fri,391,20400.0,11.2,510.0
2,21,1,Thu,791,6829.0,9.6,620.0
4,41,1,Wed,424,9323.0,6.8,375.0
0,01,1,Mon,338,2000.0,6.0,260.0
0,06,1,Tue,554,24000.0,13.6,720.0
1,13,0,Wed,53,15000.0,13.6,220.0
4,49,1,Mon,384,3880.0,5.2,275.0
4,42,3,Fri,517,2534.0,9.6,520.0
8,86,1,Wed,247,1475.0,1.2,127.5
2,22,1,Thu,292,21000.0,2.8,150.0
5,50,1,Thu,577,2600.0,5.6,320.0
2,21,1,Mon,322,12162.0,13.6,410.0
3,31,0,Wed,235,16000.0,13.6,350.0
8,89,1,Tue,239,22000.0,13.6,360.0
8,82,3,Fri,619,9800.0,13.6,660.0
6,66,1,Thu,629,21606.0,13.6,730.0
4,49,1,Mon,210,1528.0,2.8,190.0
8,87,1,Mon,651,10037.0,8.0,365.0
7,76,1,Thu,246,3138.0,6.8,710.0
7,75,1,Mon,718,8800.0,10.5,790.0
4,49,1,Thu,81,3000.0,3.9,300.0
7,74,1,Mon,266,2000.0,1.5,100.5
8,85,1,Wed,638,6100.0,12.0,700.0
1,12,1,Mon,363,26099.0,14.0,500.0
1,18,1,Thu,220,24600.0,13.6,280.0
5,59,1,Thu,394,1500.0,3.6,220.0
6,68,3,Fri,295,2140.0,3.2,240.0
3,33,1,Thu,462,6000.0,6.8,370.0
2,24,3,Fri,627,8660.0,4.8,440.0
0,01,0,Tue,299,8000.0,13.6,500.0
0,01,3,Fri,465,3300.0,6.0,450.0
2,21,3,Fri,280,3597.0,6.8,140.0
0,03,1,Mon,636,8020.0,3.6,280.0
5,52,1,Mon,619,15000.0,13.6,750.0
3,35,1,Wed,509,19800.0,13.6,700.0
5,51,1,Thu,296,1282.0,2.8,320.0
2,23,1,Thu,257,9989.0,4.0,80.0
2,23,1,Tue,165,24000.0,13.6,420.0
2,27,1,Tue,400,4000.0,13.6,450.0
0,06,1,Thu,599,21695.0,5.4,750.0
7,74,1,Thu,315,500.0,6.0,330.0
